,Epoch,Node_ID,Node_Type,Subnet_ID,List_Type,Trust_Value,Malicious_Status,Trust_Score,Top_10_Trust
0,3,18,L,4,G,0.0,False,0.0,False
0,3,19,L,4,G,0.0,False,0.2,False
0,3,20,L,4,G,0.0,False,0.1,False
0,4,1,F,1,W,0.7,False,-0.3,True
0,4,2,F,2,W,0.7,False,0.0,False
0,4,3,F,3,W,0.7,False,0.2,False
0,4,4,F,4,W,0.8,False,0.2,True
0,4,5,L,1,G,0.0,False,0.2,False
0,4,6,L,1,G,0.1,False,0.4,False
0,4,7,L,1,G,0.0,False,0.0,False
0,4,8,L,1,G,-0.0,False,-0.2,False
0,4,9,L,2,G,0.0,False,0.1,False
0,4,10,L,2,G,0.0,False,0.2,False
0,4,11,L,2,G,0.0,False,0.0,False
0,4,12,L,2,G,0.1,False,0.4,False
0,4,13,L,3,G,-0.0,False,-0.2,False
0,4,14,L,3,G,-0.0,False,-0.1,False
0,4,15,L,3,G,0.0,False,0.0,False
0,4,16,L,3,G,0.0,False,0.2,False
0,4,17,L,4,G,-0.0,False,-0.2,False
0,4,18,L,4,G,0.0,False,0.1,False
0,4,19,L,4,G,0.0,False,0.2,False
0,4,20,L,4,G,0.0,False,0.2,False
0,5,1,F,1,W,0.7,False,0.1,True
0,5,2,F,2,W,0.7,False,-0.2,False
0,5,3,F,3,W,0.7,False,-0.1,False
0,5,4,F,4,W,0.7,False,-0.0,True
0,5,5,L,1,G,0.0,False,-0.0,False
0,5,6,L,1,G,-0.0,False,-0.4,False
0,5,7,L,1,G,0.0,False,0.1,False
0,5,8,L,1,G,-0.0,False,-0.3,False
0,5,9,L,2,G,-0.0,False,-0.1,False
0,5,10,L,2,G,0.0,False,0.0,False
0,5,11,L,2,G,0.0,False,0.0,False
0,5,12,L,2,G,0.1,False,0.1,False
0,5,13,L,3,G,0.0,False,0.1,False
0,5,14,L,3,G,-0.0,False,-0.2,False
0,5,15,L,3,G,0.0,False,0.0,False
0,5,16,L,3,G,0.0,False,0.0,False
0,5,17,L,4,G,0.0,False,0.1,False
0,5,18,L,4,G,-0.0,False,-0.1,False
0,5,19,L,4,G,0.1,False,0.4,False
0,5,20,L,4,G,0.0,False,-0.0,False
0,6,1,F,1,W,0.6,False,0.1,True
0,6,2,F,2,W,0.6,False,-0.4,True
0,6,3,F,3,W,0.6,False,-0.1,False
0,6,4,F,4,W,0.7,False,0.1,False
0,6,5,L,1,G,-0.0,False,-0.1,False
0,6,6,L,1,G,0.0,False,-0.1,False
0,6,7,L,1,G,0.0,False,0.0,False
0,6,8,L,1,G,-0.0,False,-0.1,False
0,6,9,L,2,G,0.0,False,-0.0,False
0,6,10,L,2,G,0.0,False,0.3,False
0,6,11,L,2,G,0.0,False,0.1,False
0,6,12,L,2,G,0.0,False,-0.2,False
0,6,13,L,3,G,-0.0,False,-0.1,False
0,6,14,L,3,G,0.0,False,0.1,False
0,6,15,L,3,G,0.0,False,0.2,False
0,6,16,L,3,G,0.0,False,0.3,False
0,6,17,L,4,G,0.0,False,0.0,False
0,6,18,L,4,G,0.0,False,0.0,False
0,6,19,L,4,G,0.0,False,0.1,False
0,6,20,L,4,G,0.0,False,0.0,False
0,7,1,F,1,W,0.6,False,-0.2,True
0,7,2,F,2,W,0.5,False,-0.4,False
0,7,3,F,3,W,0.6,False,0.0,False
0,7,4,F,4,W,0.7,False,0.2,True
0,7,5,L,1,G,-0.0,False,-0.1,False
0,7,6,L,1,G,0.0,False,0.0,False
0,7,7,L,1,G,-0.0,False,-0.1,False
0,7,8,L,1,G,0.0,False,0.3,False
0,7,9,L,2,G,0.0,False,0.0,False
0,7,10,L,2,G,0.0,False,0.3,False
0,7,11,L,2,G,0.0,False,0.3,False
0,7,12,L,2,G,0.1,False,0.1,False
0,7,13,L,3,G,0.0,False,0.3,False
0,7,14,L,3,G,0.0,False,0.1,False
0,7,15,L,3,G,0.0,False,0.0,False
0,7,16,L,3,G,-0.0,False,-0.1,False
0,7,17,L,4,G,-0.0,False,-0.1,False
0,7,18,L,4,G,-0.0,False,-0.2,False
0,7,19,L,4,G,-0.0,False,-0.3,False
0,7,20,L,4,G,-0.0,False,-0.2,False
0,8,1,F,1,W,0.6,False,0.0,True
0,8,2,F,2,W,0.5,False,-0.2,False
0,8,3,F,3,W,0.6,False,-0.0,False
0,8,4,F,4,W,0.7,False,0.3,True
0,8,5,L,1,G,-0.0,False,-0.2,False
0,8,6,L,1,G,0.0,False,-0.1,False
0,8,7,L,1,G,-0.0,False,-0.3,False
0,8,8,L,1,G,-0.0,False,-0.2,False
0,8,9,L,2,G,0.0,False,0.2,False
0,8,10,L,2,G,-0.0,False,-0.1,False
0,8,11,L,2,G,0.0,False,0.1,False
0,8,12,L,2,G,0.1,False,-0.0,False
0,8,13,L,3,G,-0.0,False,-0.2,False
0,8,14,L,3,G,0.0,False,0.2,False
0,8,15,L,3,G,-0.0,False,-0.1,False
0,8,16,L,3,G,-0.0,False,-0.1,False
0,8,17,L,4,G,-0.0,False,-0.1,False
0,8,18,L,4,G,-0.0,False,-0.3,False
0,8,19,L,4,G,0.0,False,-0.1,False
0,8,20,L,4,G,0.0,False,0.0,False
0,9,1,F,1,W,0.6,False,0.3,True
0,9,2,F,2,W,0.5,False,0.1,False
0,9,3,F,3,W,0.5,False,-0.1,False
0,9,4,F,4,W,0.6,False,0.2,True
0,9,5,L,1,G,-0.0,False,-0.2,False
0,9,6,L,1,G,0.0,False,0.0,False
0,9,7,L,1,G,0.0,False,0.1,False
0,9,8,L,1,G,0.1,False,0.4,False
0,9,9,L,2,G,-0.0,False,-0.1,False
0,9,10,L,2,G,0.0,False,-0.0,False
0,9,11,L,2,G,0.0,False,-0.0,False
0,9,12,L,2,G,0.0,False,-0.2,False
0,9,13,L,3,G,0.0,False,0.1,False
0,9,14,L,3,G,-0.0,False,-0.3,False
0,9,15,L,3,G,0.0,False,0.2,False
0,9,16,L,3,G,0.0,False,0.1,False
0,9,17,L,4,G,-0.0,False,-0.1,False
0,9,18,L,4,G,0.0,False,0.0,False
0,9,19,L,4,G,0.0,False,0.1,False
0,9,20,L,4,G,0.1,False,0.4,False
0,10,1,F,1,W,0.5,False,0.1,True
0,10,2,F,2,W,0.5,False,-0.1,False
0,10,3,F,3,W,0.5,False,-0.1,False
0,10,4,F,4,W,0.6,False,-0.0,True
0,10,5,L,1,G,0.0,False,0.1,False
0,10,6,L,1,G,0.0,False,-0.0,False
0,10,7,L,1,G,-0.0,False,-0.1,False
0,10,8,L,1,G,0.0,False,-0.0,False
0,10,9,L,2,G,0.0,False,-0.0,False
0,10,10,L,2,G,-0.0,False,-0.1,False
0,10,11,L,2,G,0.0,False,-0.0,False
0,10,12,L,2,G,0.1,False,0.0,False
0,10,13,L,3,G,0.0,False,0.3,False
0,10,14,L,3,G,0.0,False,0.1,False
0,10,15,L,3,G,0.0,False,0.2,False
0,10,16,L,3,G,-0.0,False,-0.1,False
0,10,17,L,4,G,0.0,False,0.2,False
0,10,18,L,4,G,0.0,False,0.1,False
0,10,19,L,4,G,0.0,False,-0.1,False
0,10,20,L,4,G,0.0,False,-0.1,False
0,11,1,F,1,W,0.5,False,0.0,True
0,11,2,F,2,W,0.4,False,0.0,False
0,11,3,F,3,W,0.5,False,0.1,False
0,11,4,F,4,W,0.6,False,-0.1,True
0,11,5,L,1,G,0.0,False,-0.0,False
0,11,6,L,1,G,-0.0,False,-0.3,False
0,11,7,L,1,G,-0.0,False,-0.3,False
0,11,8,L,1,G,0.0,False,-0.0,False
0,11,9,L,2,G,0.0,False,0.0,False
0,11,10,L,2,G,-0.0,False,-0.2,False
0,11,11,L,2,G,0.0,False,0.0,False
0,11,12,L,2,G,0.0,False,-0.2,False
0,11,13,L,3,G,-0.0,False,-0.2,False
0,11,14,L,3,G,0.0,False,0.1,False
0,11,15,L,3,G,-0.0,False,-0.1,False
0,11,16,L,3,G,0.0,False,-0.0,False
0,11,17,L,4,G,0.0,False,0.0,False
0,11,18,L,4,G,-0.0,False,-0.2,False
0,11,19,L,4,G,0.0,False,0.3,False
0,11,20,L,4,G,0.0,False,-0.0,False
0,12,1,F,1,W,0.5,False,0.2,True
0,12,2,F,2,G,0.5,False,0.3,False
0,12,3,F,3,W,0.5,False,-0.0,False
0,12,4,F,4,W,0.5,False,-0.1,True
0,12,5,L,1,G,-0.1,False,-0.4,False
0,12,6,L,1,G,-0.0,False,-0.1,False
0,12,7,L,1,G,-0.0,False,-0.1,False
0,12,8,L,1,G,0.0,False,0.1,False
0,12,9,L,2,G,0.0,False,0.2,False
0,12,10,L,2,G,0.0,False,0.1,False
0,12,11,L,2,G,0.0,False,0.1,False
0,12,12,L,2,G,0.1,False,-0.0,False
0,12,13,L,3,G,0.0,False,0.2,False
0,12,14,L,3,G,0.0,False,0.0,False
0,12,15,L,3,G,-0.0,False,-0.2,False
0,12,16,L,3,G,0.0,False,0.0,False
0,12,17,L,4,G,-0.0,False,-0.2,False
0,12,18,L,4,G,-0.0,False,-0.2,False
0,12,19,L,4,G,0.0,False,0.1,False
0,12,20,L,4,G,0.0,False,0.1,False
0,13,1,F,1,W,0.5,False,0.1,True
0,13,2,F,2,W,0.5,False,0.5,True
0,13,3,F,3,W,0.4,False,-0.1,False
0,13,4,F,4,W,0.5,False,-0.0,False
0,13,5,L,1,G,0.0,False,0.4,False
0,13,6,L,1,G,0.1,False,0.4,False
0,13,7,L,1,G,-0.0,False,-0.2,False
0,13,8,L,1,G,0.0,False,0.2,False
0,13,9,L,2,G,0.0,False,0.3,False
0,13,10,L,2,G,-0.0,False,-0.2,False
0,13,11,L,2,G,-0.0,False,-0.1,False
0,13,12,L,2,G,0.1,False,0.2,False
0,13,13,L,3,G,0.0,False,0.2,False
0,13,14,L,3,G,-0.0,False,-0.2,False
0,13,15,L,3,G,0.0,False,0.1,False
0,13,16,L,3,G,0.0,False,0.3,False
0,13,17,L,4,G,0.0,False,0.1,False
0,13,18,L,4,G,0.0,False,0.1,False
0,13,19,L,4,G,-0.0,False,-0.3,False
0,13,20,L,4,G,0.0,False,0.1,False
0,14,1,F,1,W,0.5,False,0.1,True
0,14,2,F,2,W,0.4,False,0.1,True
0,14,3,F,3,G,0.4,False,-0.0,False
0,14,4,F,4,W,0.5,False,0.1,False
0,14,5,L,1,G,-0.0,False,-0.1,False
0,14,6,L,1,G,0.0,False,-0.1,False
0,14,7,L,1,G,0.0,False,0.3,False
0,14,8,L,1,G,0.0,False,-0.0,False
0,14,9,L,2,G,0.0,False,0.1,False
0,14,10,L,2,G,0.0,False,0.1,False
0,14,11,L,2,G,-0.0,False,-0.3,False
0,14,12,L,2,G,0.0,False,-0.2,False
0,14,13,L,3,G,0.0,False,0.0,False
0,14,14,L,3,G,0.0,False,0.1,False
0,14,15,L,3,G,-0.0,False,-0.1,False
0,14,16,L,3,G,0.0,False,0.1,False
0,14,17,L,4,G,-0.0,False,-0.2,False
0,14,18,L,4,G,-0.0,False,-0.2,False
0,14,19,L,4,G,0.0,False,0.1,False
0,14,20,L,4,G,-0.0,False,-0.2,False
0,15,1,F,1,W,0.4,False,0.0,True
0,15,2,F,2,G,0.4,False,0.3,False
0,15,3,F,3,G,0.4,False,0.1,False
0,15,4,F,4,W,0.4,False,-0.1,True
0,15,5,L,1,G,-0.0,False,-0.1,False
0,15,6,L,1,G,0.0,False,0.1,False
0,15,7,L,1,G,0.0,False,0.2,False
0,15,8,L,1,G,-0.0,False,-0.1,False
0,15,9,L,2,G,-0.0,False,-0.3,False
0,15,10,L,2,G,0.0,False,0.2,False
0,15,11,L,2,G,0.0,False,0.2,False
0,15,12,L,2,G,0.0,False,-0.2,False
0,15,13,L,3,G,-0.0,False,-0.3,False
0,15,14,L,3,G,0.0,False,-0.0,False
0,15,15,L,3,G,-0.0,False,-0.2,False
0,15,16,L,3,G,0.0,False,0.1,False
0,15,17,L,4,G,0.0,False,0.0,False
0,15,18,L,4,G,0.0,False,0.0,False
0,15,19,L,4,G,0.0,False,-0.0,False
0,15,20,L,4,G,0.0,False,0.1,False
0,16,1,F,1,G,0.4,False,0.0,True
0,16,2,F,2,G,0.3,False,-0.2,True
0,16,3,F,3,G,0.4,False,0.0,False
0,16,4,F,4,G,0.4,False,-0.1,False
0,16,5,L,1,G,-0.0,False,-0.1,False
0,16,6,L,1,G,0.0,False,0.2,False
0,16,7,L,1,G,0.0,False,-0.0,False
0,16,8,L,1,G,-0.0,False,-0.1,False
0,16,9,L,2,G,0.0,False,0.2,False
0,16,10,L,2,G,0.0,False,0.1,False
0,16,11,L,2,G,0.0,False,0.2,False
0,16,12,L,2,G,0.1,False,0.2,False
0,16,13,L,3,G,0.0,False,0.0,False
0,16,14,L,3,G,0.0,False,0.2,False
0,16,15,L,3,G,0.0,False,0.1,False
0,16,16,L,3,G,-0.0,False,-0.1,False
0,16,17,L,4,G,0.0,False,0.0,False
0,16,18,L,4,G,0.0,False,-0.0,False
0,16,19,L,4,G,0.0,False,0.2,False
0,16,20,L,4,G,0.0,False,0.0,False
0,17,1,F,1,G,0.4,False,-0.0,True
0,17,2,F,2,G,0.4,False,0.0,False
0,17,3,F,3,G,0.4,False,0.1,True
0,17,4,F,4,G,0.4,False,-0.3,False
0,17,5,L,1,G,-0.0,False,-0.1,False
0,17,6,L,1,G,0.1,False,0.4,False
0,17,7,L,1,G,-0.0,False,-0.1,False
0,17,8,L,1,G,0.0,False,0.1,False
0,17,9,L,2,G,0.0,False,0.1,False
0,17,10,L,2,G,-0.0,False,-0.1,False
0,17,11,L,2,G,0.0,False,0.2,False
0,17,12,L,2,G,0.1,False,-0.0,False
0,17,13,L,3,G,0.0,False,0.1,False
0,17,14,L,3,G,-0.1,False,-0.4,False
0,17,15,L,3,G,0.0,False,0.1,False
0,17,16,L,3,G,0.0,False,0.0,False
0,17,17,L,4,G,0.0,False,0.1,False
0,17,18,L,4,G,0.0,False,0.1,False
0,17,19,L,4,G,0.0,False,-0.0,False
0,17,20,L,4,G,-0.0,False,-0.1,False
0,18,1,F,1,G,0.4,False,-0.0,True
0,18,2,F,2,G,0.3,False,-0.2,True
0,18,3,F,3,G,0.3,False,-0.1,False
0,18,4,F,4,G,0.4,False,0.1,False
0,18,5,L,1,G,0.0,False,0.3,False
0,18,6,L,1,G,0.0,False,-0.2,False
0,18,7,L,1,G,-0.0,False,-0.2,False
0,18,8,L,1,G,0.0,False,-0.0,False
0,18,9,L,2,G,0.0,False,0.1,False
0,18,10,L,2,G,-0.0,False,-0.1,False
0,18,11,L,2,G,0.0,False,0.2,False
0,18,12,L,2,G,0.1,False,0.4,False
0,18,13,L,3,G,0.0,False,-0.0,False
0,18,14,L,3,G,0.0,False,0.3,False
0,18,15,L,3,G,-0.0,False,-0.1,False
0,18,16,L,3,G,-0.0,False,-0.2,False
0,18,17,L,4,G,0.0,False,0.3,False
0,18,18,L,4,G,0.0,False,-0.0,False
0,18,19,L,4,G,0.0,False,0.2,False
0,18,20,L,4,G,0.0,False,0.1,False
0,19,1,F,1,G,0.4,False,0.2,True
0,19,2,F,2,G,0.3,False,-0.2,False
0,19,3,F,3,G,0.3,False,0.1,False
0,19,4,F,4,G,0.4,False,0.0,True
0,19,5,L,1,G,0.0,False,0.0,False
0,19,6,L,1,G,-0.0,False,-0.2,False
0,19,7,L,1,G,0.0,False,0.2,False
0,19,8,L,1,G,0.0,False,0.0,False
0,19,9,L,2,G,0.0,False,0.2,False
0,19,10,L,2,G,0.0,False,0.2,False
0,19,11,L,2,G,0.0,False,0.1,False
0,19,12,L,2,G,0.1,False,0.1,False
0,19,13,L,3,G,0.0,False,0.2,False
0,19,14,L,3,G,-0.1,False,-0.4,False
0,19,15,L,3,G,0.0,False,0.1,False
0,19,16,L,3,G,-0.0,False,-0.1,False
0,19,17,L,4,G,-0.0,False,-0.1,False
0,19,18,L,4,G,0.0,False,0.1,False
0,19,19,L,4,G,0.0,False,-0.0,False
0,19,20,L,4,G,-0.0,False,-0.2,False
0,20,1,F,1,G,0.3,False,0.0,True
0,20,2,F,2,G,0.3,False,0.1,False
0,20,3,F,3,G,0.3,False,-0.2,False
0,20,4,F,4,G,0.3,False,0.0,True
0,20,5,L,1,G,0.0,False,0.0,False
0,20,6,L,1,G,0.1,False,0.3,False
0,20,7,L,1,G,-0.0,False,-0.3,False
0,20,8,L,1,G,0.0,False,0.1,False
0,20,9,L,2,G,0.0,False,0.2,False
0,20,10,L,2,G,0.0,False,0.2,False
0,20,11,L,2,G,-0.0,False,-0.3,False
0,20,12,L,2,G,0.1,False,-0.1,False
0,20,13,L,3,G,-0.0,False,-0.1,False
0,20,14,L,3,G,-0.1,False,-0.2,False
0,20,15,L,3,G,-0.0,False,-0.1,False
0,20,16,L,3,G,0.0,False,-0.0,False
0,20,17,L,4,G,0.0,False,0.1,False
0,20,18,L,4,G,-0.0,False,-0.2,False
0,20,19,L,4,G,0.0,False,0.2,False
0,20,20,L,4,G,0.0,False,0.3,False
0,21,1,F,1,G,0.3,False,-0.1,True
0,21,2,F,2,G,0.3,False,-0.1,True
0,21,3,F,3,G,0.3,False,-0.1,False
0,21,4,F,4,G,0.3,False,0.0,False
0,21,5,L,1,G,0.0,False,0.0,False
0,21,6,L,1,G,0.1,False,0.2,False
0,21,7,L,1,G,-0.0,False,-0.1,False
0,21,8,L,1,G,0.0,False,0.1,False
0,21,9,L,2,G,-0.0,False,-0.1,False
0,21,10,L,2,G,-0.0,False,-0.1,False
0,21,11,L,2,G,-0.0,False,-0.1,False
0,21,12,L,2,G,0.1,False,0.2,False
0,21,13,L,3,G,-0.0,False,-0.3,False
0,21,14,L,3,G,-0.1,False,-0.0,False
0,21,15,L,3,G,-0.0,False,-0.1,False
0,21,16,L,3,G,0.0,False,0.0,False
0,21,17,L,4,G,0.0,False,0.1,False
0,21,18,L,4,G,-0.0,False,-0.1,False
0,21,19,L,4,G,0.1,False,0.4,False
0,21,20,L,4,G,0.0,False,0.3,False
0,22,1,F,1,G,0.4,False,0.3,True
0,22,2,F,2,G,0.2,False,-0.2,True
0,22,3,F,3,G,0.3,False,0.3,False
0,22,4,F,4,G,0.3,False,0.0,False
0,22,5,L,1,G,-0.0,False,-0.1,False
0,22,6,L,1,G,0.0,False,-0.1,False
0,22,7,L,1,G,0.0,False,0.2,False
0,22,8,L,1,G,-0.0,False,-0.3,False
0,22,9,L,2,G,-0.0,False,-0.2,False
0,22,10,L,2,G,-0.0,False,-0.3,False
0,22,11,L,2,G,-0.0,False,-0.1,False
0,22,12,L,2,G,0.1,False,-0.2,False
0,22,13,L,3,G,-0.0,False,-0.3,False
0,22,14,L,3,G,-0.0,False,0.2,False
0,22,15,L,3,G,-0.0,False,-0.1,False
0,22,16,L,3,G,0.0,False,0.1,False
0,22,17,L,4,G,0.0,False,0.2,False
0,22,18,L,4,G,-0.0,False,-0.3,False
0,22,19,L,4,G,-0.0,False,-0.3,False
0,22,20,L,4,G,0.0,False,0.1,False
0,23,1,F,1,G,0.4,False,0.4,True
0,23,2,F,2,G,0.2,False,-0.1,False
0,23,3,F,3,G,0.3,False,0.1,True
0,23,4,F,4,G,0.3,False,0.1,False
0,23,5,L,1,G,0.0,False,0.3,False
0,23,6,L,1,G,0.1,False,0.3,False
0,23,7,L,1,G,0.0,False,0.2,False
0,23,8,L,1,G,0.0,False,0.1,False
0,23,9,L,2,G,0.0,False,0.3,False
0,23,10,L,2,G,0.0,False,0.0,False
0,23,11,L,2,G,-0.0,False,-0.3,False
0,23,12,L,2,G,0.1,False,-0.0,False
0,23,13,L,3,G,0.0,False,0.1,False
0,23,14,L,3,G,-0.1,False,0.0,False
0,23,15,L,3,G,0.0,False,0.1,False
0,23,16,L,3,G,0.0,False,0.1,False
0,23,17,L,4,G,0.0,False,0.0,False
0,23,18,L,4,G,0.0,False,0.1,False
0,23,19,L,4,G,0.0,False,-0.1,False
0,23,20,L,4,G,-0.0,False,-0.3,False
0,24,1,F,1,G,0.3,False,-0.0,True
0,24,2,F,2,G,0.2,False,-0.0,False
0,24,3,F,3,G,0.2,False,-0.1,True
0,24,4,F,4,G,0.2,False,-0.3,False
0,24,5,L,1,G,0.0,False,-0.0,False
0,24,6,L,1,G,0.1,False,0.1,False
0,24,7,L,1,G,-0.0,False,-0.3,False
0,24,8,L,1,G,0.0,False,0.1,False
0,24,9,L,2,G,-0.0,False,-0.2,False
0,24,10,L,2,G,-0.0,False,-0.2,False
0,24,11,L,2,G,-0.0,False,-0.1,False
0,24,12,L,2,G,0.1,False,0.3,False
0,24,13,L,3,G,0.0,False,0.2,False
0,24,14,L,3,G,-0.1,False,-0.2,False
0,24,15,L,3,G,0.0,False,0.2,False
0,24,16,L,3,G,0.0,False,0.3,False
0,24,17,L,4,G,0.0,False,0.2,False
0,24,18,L,4,G,0.0,False,0.1,False
0,24,19,L,4,G,-0.0,False,-0.3,False
0,24,20,L,4,G,-0.0,False,-0.2,False
0,25,1,F,1,G,0.3,False,-0.1,True
0,25,2,F,2,G,0.2,False,-0.2,True
0,25,3,F,3,G,0.2,False,0.0,False
0,25,4,F,4,G,0.3,False,0.2,False
0,25,5,L,1,G,-0.0,False,-0.1,False
0,25,6,L,1,G,0.1,False,-0.0,False
0,25,7,L,1,G,0.0,False,0.2,False
0,25,8,L,1,G,0.0,False,0.1,False
0,25,9,L,2,G,0.0,False,0.2,False
0,25,10,L,2,G,0.0,False,0.2,False
0,25,11,L,2,G,0.0,False,0.2,False
0,25,12,L,2,G,0.1,False,0.1,False
0,25,13,L,3,G,0.0,False,0.0,False
0,25,14,L,3,G,-0.1,False,-0.2,False
0,25,15,L,3,G,0.0,False,0.1,False
0,25,16,L,3,G,0.0,False,0.1,False
0,25,17,L,4,G,-0.0,False,-0.2,False
0,25,18,L,4,G,-0.0,False,-0.1,False
0,25,19,L,4,G,0.0,False,-0.1,False
0,25,20,L,4,G,-0.0,False,-0.1,False
0,26,1,F,1,G,0.3,False,-0.0,True
0,26,2,F,2,G,0.2,False,-0.2,False
0,26,3,F,3,G,0.2,False,0.0,False
0,26,4,F,4,G,0.2,False,-0.0,True
0,26,5,L,1,G,0.0,False,0.1,False
0,26,6,L,1,G,0.1,False,-0.1,False
0,26,7,L,1,G,-0.1,False,-0.4,False
0,26,8,L,1,G,-0.0,False,-0.2,False
0,26,9,L,2,G,-0.0,False,-0.1,False
0,26,10,L,2,G,0.0,False,0.1,False
0,26,11,L,2,G,0.0,False,0.2,False
0,26,12,L,2,G,0.1,False,0.0,False
0,26,13,L,3,G,-0.0,False,-0.1,False
0,26,14,L,3,G,-0.1,False,-0.0,False
0,26,15,L,3,G,0.0,False,0.2,False
0,26,16,L,3,G,-0.0,False,-0.1,False
0,26,17,L,4,G,0.0,False,-0.0,False
0,26,18,L,4,G,0.0,False,0.3,False
0,26,19,L,4,G,0.0,False,-0.0,False
0,26,20,L,4,G,-0.0,False,-0.3,False
0,27,1,F,1,G,0.3,False,-0.2,True
0,27,2,F,2,G,0.2,False,0.2,True
0,27,3,F,3,G,0.2,False,0.3,False
0,27,4,F,4,G,0.2,False,0.1,False
0,27,5,L,1,G,0.0,False,0.1,False
0,27,6,L,1,G,0.1,False,0.1,False
0,27,7,L,1,G,0.0,False,0.2,False
0,27,8,L,1,G,0.0,False,0.1,False
0,27,9,L,2,G,0.0,False,0.0,False
0,27,10,L,2,G,0.0,False,0.1,False
0,27,11,L,2,G,-0.0,False,-0.3,False
0,27,12,L,2,G,0.1,False,0.0,False
0,27,13,L,3,G,-0.0,False,-0.1,False
0,27,14,L,3,G,-0.1,False,-0.0,False
0,27,15,L,3,G,0.0,False,0.2,False
0,27,16,L,3,G,0.0,False,0.0,False
0,27,17,L,4,G,0.0,False,0.1,False
0,27,18,L,4,G,-0.0,False,-0.2,False
0,27,19,L,4,G,-0.0,False,-0.3,False
0,27,20,L,4,G,-0.0,False,-0.1,False
0,28,1,F,1,G,0.3,False,0.1,True
0,28,2,F,2,G,0.2,False,0.1,True
0,28,3,F,3,G,0.2,False,-0.1,False
0,28,4,F,4,G,0.2,False,-0.1,False
